epoch,train_loss
1,0.4607727947124617
2,0.3847618047218455
3,0.3576041308488852
4,0.3410912101987331
5,0.32712102781929553
6,0.31518220178980244
7,0.30479745500137345
8,0.29671002639055927
9,0.28714246679834954
10,0.28385082261183525
11,0.27788596521372455
12,0.271873304190544
13,0.2680211861959622
14,0.26072686249425475
15,0.25772297030965435
